,workerId,treatment,idpAgreement,taskId,acc,globalId,decision,selfPrediction,finalPrediction,selfCorrect,finalCorrect,agreement,prediction,finalAgreement,mlCorrect,switch
4357,78,0,50,20,50,4786,0,1,0,FALSE,TRUE,0,0,TRUE,TRUE,TRUE
4358,373,1,80,8,50,6577,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4359,383,1,80,10,50,3156,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4360,31,3,80,26,80,2506,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4361,62,2,50,16,80,3996,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4362,334,0,50,3,50,4770,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4363,83,2,50,7,80,132,0,0,0,TRUE,TRUE,0,1,FALSE,FALSE,FALSE
4364,433,0,50,2,50,3792,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4365,267,1,80,26,50,1004,1,0,0,FALSE,FALSE,0,1,FALSE,TRUE,FALSE
4366,139,0,50,2,50,481,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4367,443,3,80,11,80,2487,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4368,123,2,50,31,80,4223,1,1,1,TRUE,TRUE,0,0,FALSE,FALSE,FALSE
4369,124,2,50,9,80,1965,1,1,1,TRUE,TRUE,0,0,FALSE,FALSE,FALSE
4370,246,0,50,16,50,481,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4371,449,0,50,20,50,1090,1,1,1,TRUE,TRUE,0,0,FALSE,FALSE,FALSE
4372,33,0,50,3,50,4356,0,0,1,TRUE,FALSE,0,1,TRUE,FALSE,TRUE
4373,374,1,80,27,50,1004,1,0,0,FALSE,FALSE,0,1,FALSE,TRUE,FALSE
4374,373,1,80,27,50,1004,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4375,314,1,80,27,50,4223,1,1,1,TRUE,TRUE,0,0,FALSE,FALSE,FALSE
4376,212,2,50,8,80,6577,0,1,0,FALSE,TRUE,0,0,TRUE,TRUE,TRUE
4377,318,1,80,22,50,2162,0,1,1,FALSE,FALSE,0,0,FALSE,TRUE,FALSE
4378,336,3,80,19,80,2380,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4379,210,2,50,13,80,3998,1,0,0,FALSE,FALSE,0,1,FALSE,TRUE,FALSE
4380,207,2,50,24,80,1066,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4381,465,3,80,29,80,2053,0,0,0,TRUE,TRUE,0,1,FALSE,FALSE,FALSE
4382,395,3,80,22,80,2506,1,1,0,TRUE,FALSE,1,1,FALSE,TRUE,FALSE
4383,217,3,80,18,80,3996,1,0,0,FALSE,FALSE,1,0,TRUE,FALSE,FALSE
4384,59,3,80,22,80,734,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4385,21,0,50,28,50,1004,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4386,353,2,50,12,80,3724,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4387,192,2,50,19,80,3156,0,0,0,TRUE,TRUE,0,1,FALSE,FALSE,FALSE
4388,336,3,80,5,80,2487,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4389,220,0,50,16,50,3998,1,0,0,FALSE,FALSE,0,1,FALSE,TRUE,FALSE
4390,322,1,80,23,50,1004,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4391,274,3,80,27,80,4492,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4392,79,1,80,16,50,4361,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4393,403,0,50,27,50,2506,1,0,0,FALSE,FALSE,0,1,FALSE,TRUE,FALSE
4394,227,2,50,23,80,2053,0,0,1,TRUE,FALSE,0,1,TRUE,FALSE,TRUE
4395,112,3,80,2,80,3998,1,1,0,TRUE,FALSE,0,0,TRUE,FALSE,TRUE
4396,173,2,50,30,80,4492,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4397,224,3,80,8,80,6577,0,1,0,FALSE,TRUE,1,1,FALSE,FALSE,FALSE
4398,20,2,50,4,80,3792,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4399,225,2,50,4,80,3156,0,0,0,TRUE,TRUE,0,1,FALSE,FALSE,FALSE
4400,311,3,80,6,80,3792,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4401,388,1,80,17,50,3996,1,0,0,FALSE,FALSE,1,0,TRUE,FALSE,FALSE
4402,388,1,80,10,50,4786,0,0,0,TRUE,TRUE,1,0,TRUE,TRUE,FALSE
4403,220,0,50,8,50,3724,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4404,217,3,80,29,80,2053,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4405,258,3,80,5,80,3156,0,0,1,TRUE,FALSE,0,1,TRUE,FALSE,TRUE
4406,33,0,50,12,50,6533,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4407,62,2,50,24,80,2506,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4408,303,0,50,8,50,4770,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4409,153,2,50,21,80,3152,0,0,0,TRUE,TRUE,0,1,FALSE,FALSE,FALSE
4410,217,3,80,31,80,4688,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4411,308,0,50,22,50,4223,1,1,1,TRUE,TRUE,0,0,FALSE,FALSE,FALSE
4412,230,1,80,24,50,4492,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4413,380,0,50,23,50,1004,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4414,115,0,50,10,50,4361,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4415,4,1,80,26,50,2053,0,0,0,TRUE,TRUE,0,1,FALSE,FALSE,FALSE
4416,97,2,50,24,80,4688,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4417,330,2,50,5,80,1965,1,1,0,TRUE,FALSE,0,0,TRUE,FALSE,TRUE
4418,270,2,50,30,80,2162,0,1,1,FALSE,FALSE,0,0,FALSE,TRUE,FALSE
4419,397,1,80,31,50,4688,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4420,352,3,80,18,80,6577,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4421,418,2,50,16,80,991,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4422,251,0,50,14,50,4361,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4423,280,2,50,28,80,734,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4424,142,2,50,28,80,2162,0,1,1,FALSE,FALSE,0,0,FALSE,TRUE,FALSE
4425,37,3,80,28,80,2162,0,1,1,FALSE,FALSE,0,0,FALSE,TRUE,FALSE
4426,346,2,50,20,80,6577,0,1,1,FALSE,FALSE,0,0,FALSE,TRUE,FALSE
4427,206,3,80,13,80,2380,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4428,312,1,80,17,50,4361,0,0,1,TRUE,FALSE,0,1,TRUE,FALSE,TRUE
4429,251,0,50,24,50,1066,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4430,210,2,50,28,80,4223,1,1,0,TRUE,FALSE,0,0,TRUE,FALSE,TRUE
4431,77,0,50,8,50,4770,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4432,302,3,80,19,80,6577,0,0,1,TRUE,FALSE,0,1,TRUE,FALSE,TRUE
4433,80,0,50,23,50,734,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4434,64,2,50,23,80,2053,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4435,129,1,80,29,50,2053,0,0,0,TRUE,TRUE,0,1,FALSE,FALSE,FALSE
4436,215,3,80,12,80,1090,1,1,1,TRUE,TRUE,0,0,FALSE,FALSE,FALSE
4437,221,2,50,28,80,2162,0,0,0,TRUE,TRUE,1,0,TRUE,TRUE,FALSE
4438,55,3,80,24,80,4492,1,0,0,FALSE,FALSE,0,1,FALSE,TRUE,FALSE
4439,186,0,50,16,50,2380,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4440,246,0,50,8,50,4356,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4441,147,2,50,12,80,4770,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4442,325,2,50,28,80,4688,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4443,377,0,50,6,50,2487,1,1,1,TRUE,TRUE,0,0,FALSE,FALSE,FALSE
4444,127,1,80,2,50,6533,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4445,368,1,80,19,50,6533,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4446,22,2,50,28,80,4688,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4447,18,3,80,22,80,1066,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4448,26,1,80,14,50,2487,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4449,173,2,50,15,80,991,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4450,292,1,80,22,50,1004,1,1,0,TRUE,FALSE,1,1,FALSE,TRUE,FALSE
4451,269,0,50,21,50,6533,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4452,374,1,80,7,50,4356,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4453,54,0,50,18,50,481,1,0,1,FALSE,TRUE,0,1,TRUE,TRUE,TRUE
4454,443,3,80,16,80,370,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4455,113,0,50,20,50,6533,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4456,298,0,50,31,50,5272,0,1,1,FALSE,FALSE,0,0,FALSE,TRUE,FALSE
4457,426,1,80,25,50,2053,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4458,186,0,50,14,50,3998,1,0,0,FALSE,FALSE,0,1,FALSE,TRUE,FALSE
4459,75,0,50,9,50,4361,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4460,430,3,80,22,80,1066,1,0,0,FALSE,FALSE,0,1,FALSE,TRUE,FALSE
4461,76,1,80,17,50,132,0,0,0,TRUE,TRUE,1,0,TRUE,TRUE,FALSE
4462,446,3,80,8,80,3792,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4463,17,2,50,12,80,3156,0,0,0,TRUE,TRUE,0,1,FALSE,FALSE,FALSE
4464,422,0,50,12,50,4786,0,0,1,TRUE,FALSE,1,0,FALSE,TRUE,FALSE
4465,284,2,50,13,80,3152,0,0,0,TRUE,TRUE,0,1,FALSE,FALSE,FALSE
4466,379,1,80,12,50,2487,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4467,174,1,80,16,50,3998,1,0,0,FALSE,FALSE,1,0,TRUE,FALSE,FALSE
4468,125,0,50,16,50,3156,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4469,202,0,50,18,50,3998,1,0,0,FALSE,FALSE,0,1,FALSE,TRUE,FALSE
4470,427,2,50,13,80,3724,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4471,234,3,80,11,80,3998,1,0,0,FALSE,FALSE,1,0,TRUE,FALSE,FALSE
4472,30,3,80,23,80,1004,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4473,287,2,50,16,80,370,1,1,1,TRUE,TRUE,0,0,FALSE,FALSE,FALSE
4474,73,2,50,21,80,6533,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4475,110,2,50,17,80,4361,0,0,0,TRUE,TRUE,0,1,FALSE,FALSE,FALSE
4476,359,1,80,10,50,1090,1,1,1,TRUE,TRUE,0,0,FALSE,FALSE,FALSE
4477,261,0,50,1,50,1090,1,1,1,TRUE,TRUE,0,0,FALSE,FALSE,FALSE
4478,351,3,80,12,80,3996,1,0,0,FALSE,FALSE,1,0,TRUE,FALSE,FALSE
4479,178,2,50,24,80,4492,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4480,395,3,80,25,80,4223,1,0,0,FALSE,FALSE,1,0,TRUE,FALSE,FALSE
4481,152,1,80,1,50,4770,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4482,323,3,80,1,80,4770,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4483,4,1,80,29,50,2506,1,0,0,FALSE,FALSE,0,1,FALSE,TRUE,FALSE
4484,183,1,80,7,50,3152,0,0,1,TRUE,FALSE,0,1,TRUE,FALSE,TRUE
4485,33,0,50,14,50,6577,0,1,1,FALSE,FALSE,0,0,FALSE,TRUE,FALSE
4486,294,2,50,17,80,4356,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4487,189,0,50,31,50,2053,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4488,344,1,80,1,50,4786,0,0,0,TRUE,TRUE,1,0,TRUE,TRUE,FALSE
4489,44,1,80,24,50,734,0,0,1,TRUE,FALSE,0,1,TRUE,FALSE,TRUE
4490,420,0,50,8,50,6533,1,0,1,FALSE,TRUE,0,1,TRUE,TRUE,TRUE
4491,306,1,80,13,50,2487,1,0,0,FALSE,FALSE,0,1,FALSE,TRUE,FALSE
4492,225,2,50,25,80,5272,0,0,0,TRUE,TRUE,1,0,TRUE,TRUE,FALSE
4493,439,3,80,12,80,6533,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4494,419,1,80,19,50,3792,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4495,62,2,50,6,80,1090,1,1,1,TRUE,TRUE,0,0,FALSE,FALSE,FALSE
4496,22,2,50,18,80,3996,1,0,0,FALSE,FALSE,0,1,FALSE,TRUE,FALSE
4497,236,3,80,30,80,5272,0,0,0,TRUE,TRUE,1,0,TRUE,TRUE,FALSE
4498,28,2,50,28,80,4688,1,0,1,FALSE,TRUE,0,1,TRUE,TRUE,TRUE
4499,306,1,80,24,50,2506,1,0,0,FALSE,FALSE,0,1,FALSE,TRUE,FALSE
4500,177,2,50,27,80,4688,1,0,0,FALSE,FALSE,0,1,FALSE,TRUE,FALSE
4501,238,2,50,31,80,5272,0,1,0,FALSE,TRUE,0,0,TRUE,TRUE,TRUE
4502,27,0,50,24,50,4688,1,0,0,FALSE,FALSE,0,1,FALSE,TRUE,FALSE
4503,3,3,80,2,80,2380,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4504,79,1,80,1,50,2380,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4505,129,1,80,13,50,3792,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4506,385,3,80,11,80,481,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4507,382,3,80,14,80,3724,1,1,0,TRUE,FALSE,1,1,FALSE,TRUE,FALSE
4508,285,1,80,15,50,1090,1,1,1,TRUE,TRUE,0,0,FALSE,FALSE,FALSE
4509,302,3,80,16,80,3152,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4510,76,1,80,6,50,1090,1,1,1,TRUE,TRUE,0,0,FALSE,FALSE,FALSE
4511,398,0,50,22,50,1004,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4512,313,0,50,23,50,734,0,0,0,TRUE,TRUE,0,1,FALSE,FALSE,FALSE
4513,58,1,80,31,50,5272,0,1,1,FALSE,FALSE,0,0,FALSE,TRUE,FALSE
4514,15,2,50,8,80,6577,0,1,1,FALSE,FALSE,0,0,FALSE,TRUE,FALSE
4515,304,2,50,26,80,4492,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4516,234,3,80,2,80,3156,0,0,0,TRUE,TRUE,0,1,FALSE,FALSE,FALSE
4517,254,2,50,31,80,5272,0,1,1,FALSE,FALSE,0,0,FALSE,TRUE,FALSE
4518,453,0,50,31,50,5272,0,0,1,TRUE,FALSE,1,0,FALSE,TRUE,FALSE
4519,234,3,80,6,80,6577,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4520,433,0,50,16,50,4356,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4521,167,1,80,15,50,4786,0,1,0,FALSE,TRUE,0,0,TRUE,TRUE,TRUE
4522,378,2,50,1,80,3792,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4523,426,1,80,9,50,3724,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4524,424,1,80,11,50,1090,1,0,1,FALSE,TRUE,1,0,FALSE,FALSE,FALSE
4525,209,3,80,12,80,3156,0,0,0,TRUE,TRUE,0,1,FALSE,FALSE,FALSE
4526,342,1,80,4,50,3792,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4527,150,2,50,9,80,3996,1,0,0,FALSE,FALSE,0,1,FALSE,TRUE,FALSE
4528,305,0,50,3,50,4786,0,1,0,FALSE,TRUE,0,0,TRUE,TRUE,TRUE
4529,17,2,50,29,80,2162,0,1,0,FALSE,TRUE,0,0,TRUE,TRUE,TRUE
4530,136,1,80,30,50,5272,0,1,1,FALSE,FALSE,0,0,FALSE,TRUE,FALSE
4531,361,0,50,16,50,4786,0,0,0,TRUE,TRUE,1,0,TRUE,TRUE,FALSE
4532,250,3,80,16,80,6533,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4533,464,2,50,14,80,3724,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4534,10,0,50,4,50,6533,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4535,130,0,50,5,50,3792,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4536,336,3,80,7,80,3996,1,1,1,TRUE,TRUE,0,0,FALSE,FALSE,FALSE
4537,58,1,80,29,50,4223,1,1,1,TRUE,TRUE,0,0,FALSE,FALSE,FALSE
4538,65,2,50,17,80,6533,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4539,253,0,50,20,50,3998,1,0,0,FALSE,FALSE,0,1,FALSE,TRUE,FALSE
4540,26,1,80,19,50,6533,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4541,360,1,80,14,50,4361,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4542,311,3,80,11,80,2380,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4543,37,3,80,18,80,6577,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4544,293,3,80,18,80,4356,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4545,378,2,50,30,80,5272,0,1,1,FALSE,FALSE,0,0,FALSE,TRUE,FALSE
4546,168,0,50,29,50,5272,0,0,0,TRUE,TRUE,1,0,TRUE,TRUE,FALSE
4547,127,1,80,18,50,3998,1,0,0,FALSE,FALSE,1,0,TRUE,FALSE,FALSE
4548,36,2,50,23,80,1004,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4549,200,2,50,19,80,991,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4550,98,1,80,29,50,5272,0,1,0,FALSE,TRUE,0,0,TRUE,TRUE,TRUE
4551,15,2,50,24,80,2053,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4552,395,3,80,19,80,4361,0,1,0,FALSE,TRUE,1,1,FALSE,FALSE,FALSE
4553,125,0,50,22,50,5272,0,1,1,FALSE,FALSE,0,0,FALSE,TRUE,FALSE
4554,452,0,50,21,50,4361,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4555,30,3,80,28,80,4688,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4556,237,0,50,28,50,4223,1,1,1,TRUE,TRUE,0,0,FALSE,FALSE,FALSE
4557,436,3,80,6,80,2380,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4558,328,2,50,22,80,4688,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4559,32,0,50,3,50,3792,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4560,340,2,50,27,80,734,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4561,269,0,50,4,50,3996,1,0,0,FALSE,FALSE,0,1,FALSE,TRUE,FALSE
4562,442,0,50,28,50,1066,1,0,0,FALSE,FALSE,0,1,FALSE,TRUE,FALSE
4563,59,3,80,2,80,4786,0,0,0,TRUE,TRUE,1,0,TRUE,TRUE,FALSE
4564,47,1,80,11,50,4770,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4565,350,2,50,29,80,4223,1,1,0,TRUE,FALSE,0,0,TRUE,FALSE,TRUE
4566,2,1,80,18,50,3998,1,1,1,TRUE,TRUE,0,0,FALSE,FALSE,FALSE
4567,108,3,80,16,80,2380,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4568,33,0,50,22,50,5272,0,0,0,TRUE,TRUE,1,0,TRUE,TRUE,FALSE
4569,144,1,80,28,50,734,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4570,262,1,80,24,50,4492,1,1,0,TRUE,FALSE,1,1,FALSE,TRUE,FALSE
4571,439,3,80,30,80,2162,0,0,0,TRUE,TRUE,1,0,TRUE,TRUE,FALSE
4572,227,2,50,1,80,4770,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4573,172,1,80,31,50,734,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4574,91,1,80,16,50,6577,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4575,144,1,80,14,50,3156,0,0,0,TRUE,TRUE,0,1,FALSE,FALSE,FALSE
4576,130,0,50,9,50,132,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4577,443,3,80,1,80,4356,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4578,403,0,50,25,50,4223,1,1,1,TRUE,TRUE,0,0,FALSE,FALSE,FALSE
4579,262,1,80,9,50,2487,1,1,0,TRUE,FALSE,1,1,FALSE,TRUE,FALSE
4580,346,2,50,17,80,132,0,0,0,TRUE,TRUE,0,1,FALSE,FALSE,FALSE
4581,431,2,50,1,80,370,1,1,1,TRUE,TRUE,0,0,FALSE,FALSE,FALSE
4582,14,2,50,17,80,3724,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4583,323,3,80,13,80,2487,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4584,329,2,50,24,80,4223,1,1,0,TRUE,FALSE,0,0,TRUE,FALSE,TRUE
4585,17,2,50,6,80,4786,0,0,0,TRUE,TRUE,1,0,TRUE,TRUE,FALSE
4586,4,1,80,24,50,1066,1,0,0,FALSE,FALSE,0,1,FALSE,TRUE,FALSE
4587,31,3,80,25,80,5272,0,1,0,FALSE,TRUE,0,0,TRUE,TRUE,TRUE
4588,337,0,50,26,50,4688,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4589,73,2,50,12,80,2380,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4590,127,1,80,16,50,1090,1,1,1,TRUE,TRUE,0,0,FALSE,FALSE,FALSE
4591,163,2,50,19,80,3156,0,0,0,TRUE,TRUE,0,1,FALSE,FALSE,FALSE
4592,142,2,50,22,80,1066,1,0,0,FALSE,FALSE,0,1,FALSE,TRUE,FALSE
4593,357,2,50,13,80,6577,0,1,1,FALSE,FALSE,0,0,FALSE,TRUE,FALSE
4594,164,1,80,3,50,3156,0,0,0,TRUE,TRUE,0,1,FALSE,FALSE,FALSE
4595,262,1,80,13,50,6533,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4596,262,1,80,21,50,370,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4597,169,0,50,17,50,4770,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4598,65,2,50,30,80,2506,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4599,391,3,80,1,80,370,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4600,345,0,50,12,50,3996,1,0,0,FALSE,FALSE,0,1,FALSE,TRUE,FALSE
4601,418,2,50,1,80,2380,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4602,132,2,50,14,80,1965,1,1,0,TRUE,FALSE,0,0,TRUE,FALSE,TRUE
4603,188,2,50,22,80,4688,1,0,0,FALSE,FALSE,0,1,FALSE,TRUE,FALSE
4604,168,0,50,23,50,4688,1,0,0,FALSE,FALSE,0,1,FALSE,TRUE,FALSE
4605,366,2,50,14,80,4361,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4606,176,0,50,27,50,4492,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4607,415,3,80,28,80,734,0,0,1,TRUE,FALSE,0,1,TRUE,FALSE,TRUE
4608,235,3,80,7,80,132,0,0,0,TRUE,TRUE,1,0,TRUE,TRUE,FALSE
4609,153,2,50,25,80,5272,0,0,0,TRUE,TRUE,1,0,TRUE,TRUE,FALSE
4610,348,1,80,24,50,4223,1,1,1,TRUE,TRUE,0,0,FALSE,FALSE,FALSE
4611,203,3,80,9,80,6577,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4612,371,3,80,31,80,4688,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4613,426,1,80,12,50,3156,0,0,0,TRUE,TRUE,0,1,FALSE,FALSE,FALSE
4614,386,3,80,30,80,2053,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4615,27,0,50,4,50,4361,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4616,70,1,80,23,50,2506,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4617,450,3,80,16,80,3792,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4618,381,0,50,16,50,3998,1,0,0,FALSE,FALSE,0,1,FALSE,TRUE,FALSE
4619,53,1,80,21,50,3724,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4620,219,3,80,9,80,4786,0,0,0,TRUE,TRUE,1,0,TRUE,TRUE,FALSE
4621,267,1,80,13,50,4356,0,1,1,FALSE,FALSE,1,1,TRUE,FALSE,FALSE
4622,49,0,50,28,50,2162,0,1,0,FALSE,TRUE,0,0,TRUE,TRUE,TRUE
4623,397,1,80,17,50,3156,0,0,0,TRUE,TRUE,0,1,FALSE,FALSE,FALSE
4624,413,0,50,31,50,1004,1,1,1,TRUE,TRUE,1,1,TRUE,TRUE,FALSE
4625,134,0,50,24,50,4223,1,1,0,TRUE,FALSE,0,0,TRUE,FALSE,TRUE
4626,358,0,50,12,50,4786,0,0,0,TRUE,TRUE,1,0,TRUE,TRUE,FALSE
4627,269,0,50,10,50,3156,0,0,0,TRUE,TRUE,0,1,FALSE,FALSE,FALSE
4628,145,0,50,12,50,1090,1,1,1,TRUE,TRUE,0,0,FALSE,FALSE,FALSE
4629,373,1,80,25,50,4223,1,1,1,TRUE,TRUE,0,0,FALSE,FALSE,FALSE
